 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)         v(N008)         v(N009)         v(N010)         v(N011)         v(N012)         v(N013)         v(N014)         v(N015)         v(N016)         v(N017)         @ddiode7_1[id]  @ddiode7_2[id]  @ddiode7_3[id]  @ddiode7_4[id]  @ddiode7_5[id]  @ddiode7_6[id]  @ddiode7_7[id]  @dled12_1[id]   @dled12_2[id]   @dled12_3[id]  
 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.00000000e+00  1.16481710e+00  7.47253762e+00  5.63245021e-08  8.99984187e+00  8.99992094e+00  8.99985244e+00  8.99999991e+00  8.99992618e+00  7.39560011e+00  1.16481109e+00  8.27924390e-01  1.41229878e-01  8.07671044e-08  7.40674936e+00  8.99999986e+00 -6.00630391e-09 -9.66118173e-12  9.66078568e-12  9.66118173e-12 -9.00985244e-12  9.00916378e-12  9.00985244e-12  7.25437023e-03  6.57942708e-05  6.01422802e-09 
 1.00000000e-05  1.00000000e-05  0.00000000e+00  9.00000000e+00  1.16481676e+00  7.47253762e+00  5.63245019e-08  8.99984187e+00  8.99992093e+00  8.99985243e+00  8.99999991e+00  8.99992617e+00  7.39560011e+00  1.16481075e+00  8.27924390e-01  1.41229878e-01  8.07671043e-08  7.40674936e+00  8.99999986e+00 -6.00635365e-09 -9.66118169e-12  9.66203394e-12  9.66118169e-12 -9.00985243e-12  9.01329232e-12  9.00985243e-12  7.25437023e-03  6.57942708e-05  6.01418893e-09 
 2.00000000e-05  2.00000000e-05  0.00000000e+00  9.00000000e+00  1.16481658e+00  7.47253762e+00  5.63245022e-08  8.99984187e+00  8.99992094e+00  8.99985243e+00  8.99999991e+00  8.99992617e+00  7.39560011e+00  1.16481056e+00  8.27924390e-01  1.41229878e-01  8.07671046e-08  7.40674936e+00  8.99999986e+00 -6.00633165e-09 -9.66118178e-12  9.65815100e-12  9.66118178e-12 -9.00985243e-12  9.01184671e-12  9.00985243e-12  7.25437023e-03  6.57942708e-05  6.01416714e-09 
 4.00000000e-05  4.00000000e-05  0.00000000e+00  9.00000000e+00  1.16481637e+00  7.47253762e+00  5.63245025e-08  8.99984188e+00  8.99992095e+00  8.99985242e+00  8.99999991e+00  8.99992616e+00  7.39560011e+00  1.16481035e+00  8.27924390e-01  1.41229878e-01  8.07671049e-08  7.40674936e+00  8.99999986e+00 -6.00630726e-09 -9.66118187e-12  9.65988205e-12  9.66118187e-12 -9.00985242e-12  9.01225136e-12  9.00985242e-12  7.25437023e-03  6.57942708e-05  6.01414271e-09 
 8.00000000e-05  8.00000000e-05  0.00000000e+00  9.00000000e+00  1.16481633e+00  7.47253762e+00  5.63245025e-08  8.99984188e+00  8.99992095e+00  8.99985242e+00  8.99999991e+00  8.99992616e+00  7.39560011e+00  1.16481032e+00  8.27924390e-01  1.41229878e-01  8.07671048e-08  7.40674936e+00  8.99999986e+00 -6.00630319e-09 -9.66118186e-12  9.65978668e-12  9.66118186e-12 -9.00985242e-12  9.01248937e-12  9.00985242e-12  7.25437023e-03  6.57942708e-05  6.01413856e-09 
 1.60000000e-04  1.60000000e-04  0.00000000e+00  9.00000000e+00  1.16481634e+00  7.47253762e+00  5.63245022e-08  8.99984187e+00  8.99992094e+00  8.99985241e+00  8.99999991e+00  8.99992615e+00  7.39560011e+00  1.16481033e+00  8.27924390e-01  1.41229878e-01  8.07671045e-08  7.40674936e+00  8.99999986e+00 -6.00630423e-09 -9.66118177e-12  9.66109790e-12  9.66118177e-12 -9.00985241e-12  9.01291318e-12  9.00985241e-12  7.25437023e-03  6.57942708e-05  6.01413977e-09 
 3.20000000e-04  3.20000000e-04  0.00000000e+00  9.00000000e+00  1.16481633e+00  7.47253762e+00  5.63245016e-08  8.99984186e+00  8.99992093e+00  8.99985241e+00  8.99999991e+00  8.99992615e+00  7.39560011e+00  1.16481032e+00  8.27924390e-01  1.41229878e-01  8.07671040e-08  7.40674936e+00  8.99999986e+00 -6.00630371e-09 -9.66118159e-12  9.66178818e-12  9.66118159e-12 -9.00985241e-12  9.01291178e-12  9.00985241e-12  7.25437023e-03  6.57942708e-05  6.01413893e-09 
 6.40000000e-04  6.40000000e-04  0.00000000e+00  9.00000000e+00  1.16481634e+00  7.47253762e+00  5.63245021e-08  8.99984187e+00  8.99992094e+00  8.99985244e+00  8.99999991e+00  8.99992618e+00  7.39560011e+00  1.16481032e+00  8.27924390e-01  1.41229878e-01  8.07671044e-08  7.40674936e+00  8.99999986e+00 -6.00630405e-09 -9.66118173e-12  9.66058108e-12  9.66118173e-12 -9.00985244e-12  9.00851018e-12  9.00985244e-12  7.25437023e-03  6.57942708e-05  6.01413950e-09 
 1.28000000e-03  1.28000000e-03  0.00000000e+00  9.00000000e+00  1.16481633e+00  7.47253762e+00  5.63245026e-08  8.99984188e+00  8.99992095e+00  8.99985242e+00  8.99999991e+00  8.99992616e+00  7.39560011e+00  1.16481032e+00  8.27924390e-01  1.41229878e-01  8.07671050e-08  7.40674936e+00  8.99999986e+00 -6.00630378e-09 -9.66118190e-12  9.65953456e-12  9.66118190e-12 -9.00985242e-12  9.01210403e-12  9.00985242e-12  7.25437023e-03  6.57942708e-05  6.01413908e-09 
 2.28000000e-03  2.28000000e-03  0.00000000e+00  9.00000000e+00  1.16481634e+00  7.47253762e+00  5.63245028e-08  8.99984189e+00  8.99992095e+00  8.99985243e+00  8.99999991e+00  8.99992617e+00  7.39560011e+00  1.16481032e+00  8.27924390e-01  1.41229878e-01  8.07671052e-08  7.40674936e+00  8.99999986e+00 -6.00630403e-09 -9.66118196e-12  9.65898016e-12  9.66118196e-12 -9.00985243e-12  9.00958939e-12  9.00985243e-12  7.25437023e-03  6.57942708e-05  6.01413934e-09 
